puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
100,./mnist_nonograms\mnist_puzzle_100.json,9,44,21.933796167373657,14,True,./simulated_annealing_ambiguity_images\puzzle_100_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_100_refined.json
1001,./mnist_nonograms\mnist_puzzle_1001.json,1000,100,175.91716814041138,7,False,./simulated_annealing_ambiguity_images\puzzle_1001_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1001_refined.json
1007,./mnist_nonograms\mnist_puzzle_1007.json,116,100,69.78078269958496,15,False,./simulated_annealing_ambiguity_images\puzzle_1007_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1007_refined.json
1008,./mnist_nonograms\mnist_puzzle_1008.json,2,100,33.25177979469299,25,False,./simulated_annealing_ambiguity_images\puzzle_1008_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1008_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,4,10,4.033251523971558,5,True,./simulated_annealing_ambiguity_images\puzzle_1010_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1010_refined.json
1015,./mnist_nonograms\mnist_puzzle_1015.json,2,6,1.3404312133789062,2,True,./simulated_annealing_ambiguity_images\puzzle_1015_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1015_refined.json
1017,./mnist_nonograms\mnist_puzzle_1017.json,3,47,16.2829692363739,10,True,./simulated_annealing_ambiguity_images\puzzle_1017_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1017_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,3,47,15.873847484588623,8,True,./simulated_annealing_ambiguity_images\puzzle_1018_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1018_refined.json
102,./mnist_nonograms\mnist_puzzle_102.json,2,0,0.6547775268554688,1,True,./simulated_annealing_ambiguity_images\puzzle_102_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_102_refined.json
1023,./mnist_nonograms\mnist_puzzle_1023.json,3,100,62.825214862823486,24,False,./simulated_annealing_ambiguity_images\puzzle_1023_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1023_refined.json
1024,./mnist_nonograms\mnist_puzzle_1024.json,33,21,10.54895567893982,6,True,./simulated_annealing_ambiguity_images\puzzle_1024_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1024_refined.json
1025,./mnist_nonograms\mnist_puzzle_1025.json,6,16,3.919384002685547,3,True,./simulated_annealing_ambiguity_images\puzzle_1025_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1025_refined.json
1028,./mnist_nonograms\mnist_puzzle_1028.json,2,54,40.352067708969116,10,True,./simulated_annealing_ambiguity_images\puzzle_1028_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1028_refined.json
1030,./mnist_nonograms\mnist_puzzle_1030.json,2,100,44.38942790031433,19,False,./simulated_annealing_ambiguity_images\puzzle_1030_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1030_refined.json
1035,./mnist_nonograms\mnist_puzzle_1035.json,9,100,56.619136571884155,22,False,./simulated_annealing_ambiguity_images\puzzle_1035_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1035_refined.json
1045,./mnist_nonograms\mnist_puzzle_1045.json,2,39,18.206862211227417,7,True,./simulated_annealing_ambiguity_images\puzzle_1045_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1045_refined.json
1050,./mnist_nonograms\mnist_puzzle_1050.json,2,6,0.8432033061981201,3,True,./simulated_annealing_ambiguity_images\puzzle_1050_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1050_refined.json
1051,./mnist_nonograms\mnist_puzzle_1051.json,318,41,15.1082444190979,9,True,./simulated_annealing_ambiguity_images\puzzle_1051_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1051_refined.json
1055,./mnist_nonograms\mnist_puzzle_1055.json,2,69,19.319876432418823,11,True,./simulated_annealing_ambiguity_images\puzzle_1055_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1055_refined.json
1057,./mnist_nonograms\mnist_puzzle_1057.json,2,59,43.60264539718628,15,True,./simulated_annealing_ambiguity_images\puzzle_1057_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1057_refined.json
1069,./mnist_nonograms\mnist_puzzle_1069.json,2,100,87.47620582580566,40,False,./simulated_annealing_ambiguity_images\puzzle_1069_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1069_refined.json
1078,./mnist_nonograms\mnist_puzzle_1078.json,2,6,2.106096029281616,2,True,./simulated_annealing_ambiguity_images\puzzle_1078_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1078_refined.json
1080,./mnist_nonograms\mnist_puzzle_1080.json,2,62,36.84425187110901,21,True,./simulated_annealing_ambiguity_images\puzzle_1080_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1080_refined.json
1083,./mnist_nonograms\mnist_puzzle_1083.json,9,59,14.183249950408936,11,True,./simulated_annealing_ambiguity_images\puzzle_1083_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1083_refined.json
1085,./mnist_nonograms\mnist_puzzle_1085.json,2,13,5.397706031799316,5,True,./simulated_annealing_ambiguity_images\puzzle_1085_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1085_refined.json
1092,./mnist_nonograms\mnist_puzzle_1092.json,14,39,7.141756772994995,4,True,./simulated_annealing_ambiguity_images\puzzle_1092_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1092_refined.json
