puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
100,./mnist_nonograms\mnist_puzzle_100.json,9,75,23.871166706085205,2,True,./mip_refined_images\puzzle_100_comparison.png,./mip_refined_jsons\puzzle_100_mip_refined.json
1001,./mnist_nonograms\mnist_puzzle_1001.json,1000,200,273.9806501865387,0,False,./mip_refined_images\puzzle_1001_comparison.png,./mip_refined_jsons\puzzle_1001_mip_refined.json
1007,./mnist_nonograms\mnist_puzzle_1007.json,116,200,175.09226751327515,0,False,./mip_refined_images\puzzle_1007_comparison.png,./mip_refined_jsons\puzzle_1007_mip_refined.json
1008,./mnist_nonograms\mnist_puzzle_1008.json,2,2,1.6349775791168213,1,True,./mip_refined_images\puzzle_1008_comparison.png,./mip_refined_jsons\puzzle_1008_mip_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,4,11,3.17440128326416,1,True,./mip_refined_images\puzzle_1010_comparison.png,./mip_refined_jsons\puzzle_1010_mip_refined.json
1015,./mnist_nonograms\mnist_puzzle_1015.json,2,3,1.545626163482666,1,True,./mip_refined_images\puzzle_1015_comparison.png,./mip_refined_jsons\puzzle_1015_mip_refined.json
1017,./mnist_nonograms\mnist_puzzle_1017.json,3,2,1.733726978302002,1,True,./mip_refined_images\puzzle_1017_comparison.png,./mip_refined_jsons\puzzle_1017_mip_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,3,2,1.5895578861236572,1,True,./mip_refined_images\puzzle_1018_comparison.png,./mip_refined_jsons\puzzle_1018_mip_refined.json
102,./mnist_nonograms\mnist_puzzle_102.json,2,2,1.6008930206298828,1,True,./mip_refined_images\puzzle_102_comparison.png,./mip_refined_jsons\puzzle_102_mip_refined.json
1023,./mnist_nonograms\mnist_puzzle_1023.json,3,4,2.371587038040161,1,True,./mip_refined_images\puzzle_1023_comparison.png,./mip_refined_jsons\puzzle_1023_mip_refined.json
1024,./mnist_nonograms\mnist_puzzle_1024.json,33,22,8.101927757263184,2,True,./mip_refined_images\puzzle_1024_comparison.png,./mip_refined_jsons\puzzle_1024_mip_refined.json
1025,./mnist_nonograms\mnist_puzzle_1025.json,6,6,2.284492254257202,1,True,./mip_refined_images\puzzle_1025_comparison.png,./mip_refined_jsons\puzzle_1025_mip_refined.json
1028,./mnist_nonograms\mnist_puzzle_1028.json,2,3,2.357752561569214,1,True,./mip_refined_images\puzzle_1028_comparison.png,./mip_refined_jsons\puzzle_1028_mip_refined.json
1030,./mnist_nonograms\mnist_puzzle_1030.json,2,2,1.7024452686309814,1,True,./mip_refined_images\puzzle_1030_comparison.png,./mip_refined_jsons\puzzle_1030_mip_refined.json
1035,./mnist_nonograms\mnist_puzzle_1035.json,9,14,4.854605674743652,2,True,./mip_refined_images\puzzle_1035_comparison.png,./mip_refined_jsons\puzzle_1035_mip_refined.json
1045,./mnist_nonograms\mnist_puzzle_1045.json,2,2,1.884221076965332,1,True,./mip_refined_images\puzzle_1045_comparison.png,./mip_refined_jsons\puzzle_1045_mip_refined.json
1050,./mnist_nonograms\mnist_puzzle_1050.json,2,2,1.4251070022583008,1,True,./mip_refined_images\puzzle_1050_comparison.png,./mip_refined_jsons\puzzle_1050_mip_refined.json
1051,./mnist_nonograms\mnist_puzzle_1051.json,318,200,90.07061195373535,0,False,./mip_refined_images\puzzle_1051_comparison.png,./mip_refined_jsons\puzzle_1051_mip_refined.json
1055,./mnist_nonograms\mnist_puzzle_1055.json,2,2,1.4166884422302246,1,True,./mip_refined_images\puzzle_1055_comparison.png,./mip_refined_jsons\puzzle_1055_mip_refined.json
1057,./mnist_nonograms\mnist_puzzle_1057.json,2,2,1.863870620727539,1,True,./mip_refined_images\puzzle_1057_comparison.png,./mip_refined_jsons\puzzle_1057_mip_refined.json
