puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
0,./mnist_nonograms\mnist_puzzle_0.json,15,10,1.9940011501312256,2,True,./mip_refined_images\puzzle_0_comparison.png,./mip_refined_jsons\puzzle_0_mip_refined.json
1,./mnist_nonograms\mnist_puzzle_1.json,7,6,0.9106853008270264,1,True,./mip_refined_images\puzzle_1_comparison.png,./mip_refined_jsons\puzzle_1_mip_refined.json
1008,./mnist_nonograms\mnist_puzzle_1008.json,2,4,1.158825159072876,1,True,./mip_refined_images\puzzle_1008_comparison.png,./mip_refined_jsons\puzzle_1008_mip_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,5,14,2.4214251041412354,1,True,./mip_refined_images\puzzle_1010_comparison.png,./mip_refined_jsons\puzzle_1010_mip_refined.json
1011,./mnist_nonograms\mnist_puzzle_1011.json,2,2,0.7761871814727783,1,True,./mip_refined_images\puzzle_1011_comparison.png,./mip_refined_jsons\puzzle_1011_mip_refined.json
1015,./mnist_nonograms\mnist_puzzle_1015.json,2,4,0.6302638053894043,1,True,./mip_refined_images\puzzle_1015_comparison.png,./mip_refined_jsons\puzzle_1015_mip_refined.json
1016,./mnist_nonograms\mnist_puzzle_1016.json,2,2,0.5878949165344238,1,True,./mip_refined_images\puzzle_1016_comparison.png,./mip_refined_jsons\puzzle_1016_mip_refined.json
1017,./mnist_nonograms\mnist_puzzle_1017.json,2,2,0.6180686950683594,1,True,./mip_refined_images\puzzle_1017_comparison.png,./mip_refined_jsons\puzzle_1017_mip_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,2,2,0.6863107681274414,1,True,./mip_refined_images\puzzle_1018_comparison.png,./mip_refined_jsons\puzzle_1018_mip_refined.json
102,./mnist_nonograms\mnist_puzzle_102.json,5,10,2.2108795642852783,2,True,./mip_refined_images\puzzle_102_comparison.png,./mip_refined_jsons\puzzle_102_mip_refined.json
1020,./mnist_nonograms\mnist_puzzle_1020.json,2,3,0.6326339244842529,1,True,./mip_refined_images\puzzle_1020_comparison.png,./mip_refined_jsons\puzzle_1020_mip_refined.json
1021,./mnist_nonograms\mnist_puzzle_1021.json,8,2,0.5393874645233154,1,True,./mip_refined_images\puzzle_1021_comparison.png,./mip_refined_jsons\puzzle_1021_mip_refined.json
1024,./mnist_nonograms\mnist_puzzle_1024.json,2,3,0.8132004737854004,1,True,./mip_refined_images\puzzle_1024_comparison.png,./mip_refined_jsons\puzzle_1024_mip_refined.json
1026,./mnist_nonograms\mnist_puzzle_1026.json,1000,200,106.40797472000122,0,False,./mip_refined_images\puzzle_1026_comparison.png,./mip_refined_jsons\puzzle_1026_mip_refined.json
103,./mnist_nonograms\mnist_puzzle_103.json,2,2,0.7024307250976562,1,True,./mip_refined_images\puzzle_103_comparison.png,./mip_refined_jsons\puzzle_103_mip_refined.json
