puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
0,./mnist_nonograms\mnist_puzzle_0.json,15,55,11.304159164428711,7,True,./simulated_annealing_ambiguity_images\puzzle_0_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_0_refined.json
1,./mnist_nonograms\mnist_puzzle_1.json,7,7,0.7722997665405273,2,True,./simulated_annealing_ambiguity_images\puzzle_1_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1_refined.json
1008,./mnist_nonograms\mnist_puzzle_1008.json,2,13,3.416095495223999,4,True,./simulated_annealing_ambiguity_images\puzzle_1008_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1008_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,5,17,3.7160725593566895,4,True,./simulated_annealing_ambiguity_images\puzzle_1010_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1010_refined.json
1011,./mnist_nonograms\mnist_puzzle_1011.json,2,9,3.512265205383301,7,True,./simulated_annealing_ambiguity_images\puzzle_1011_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1011_refined.json
1015,./mnist_nonograms\mnist_puzzle_1015.json,2,35,2.5810606479644775,7,True,./simulated_annealing_ambiguity_images\puzzle_1015_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1015_refined.json
1016,./mnist_nonograms\mnist_puzzle_1016.json,2,16,3.2933413982391357,7,True,./simulated_annealing_ambiguity_images\puzzle_1016_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1016_refined.json
1017,./mnist_nonograms\mnist_puzzle_1017.json,2,4,0.7488353252410889,2,True,./simulated_annealing_ambiguity_images\puzzle_1017_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1017_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,2,14,2.3372714519500732,2,True,./simulated_annealing_ambiguity_images\puzzle_1018_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1018_refined.json
102,./mnist_nonograms\mnist_puzzle_102.json,5,16,4.9694740772247314,6,True,./simulated_annealing_ambiguity_images\puzzle_102_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_102_refined.json
