puzzle_id,num_solutions,json_file_path,iteration_used,time_spent,final_hamming_distance,success,refined_json_path,refined_img_path
0,15,./mnist_nonograms\mnist_puzzle_0.json,4,0.4770345687866211,2,True,./Greedy_refined_jsons\0_refined.json,./Greedy_refined_images\puzzle_0_comparison.png
1,7,./mnist_nonograms\mnist_puzzle_1.json,8,0.5683853626251221,3,True,./Greedy_refined_jsons\1_refined.json,./Greedy_refined_images\puzzle_1_comparison.png
1008,2,./mnist_nonograms\mnist_puzzle_1008.json,3,0.4744148254394531,1,True,./Greedy_refined_jsons\1008_refined.json,./Greedy_refined_images\puzzle_1008_comparison.png
1010,5,./mnist_nonograms\mnist_puzzle_1010.json,3,0.28328537940979004,2,True,./Greedy_refined_jsons\1010_refined.json,./Greedy_refined_images\puzzle_1010_comparison.png
1011,2,./mnist_nonograms\mnist_puzzle_1011.json,3,0.3248863220214844,1,True,./Greedy_refined_jsons\1011_refined.json,./Greedy_refined_images\puzzle_1011_comparison.png
1015,2,./mnist_nonograms\mnist_puzzle_1015.json,4,0.14652061462402344,1,True,./Greedy_refined_jsons\1015_refined.json,./Greedy_refined_images\puzzle_1015_comparison.png
1016,2,./mnist_nonograms\mnist_puzzle_1016.json,2,0.08520984649658203,1,True,./Greedy_refined_jsons\1016_refined.json,./Greedy_refined_images\puzzle_1016_comparison.png
1017,2,./mnist_nonograms\mnist_puzzle_1017.json,2,0.10434103012084961,1,True,./Greedy_refined_jsons\1017_refined.json,./Greedy_refined_images\puzzle_1017_comparison.png
1018,2,./mnist_nonograms\mnist_puzzle_1018.json,2,0.1688370704650879,1,True,./Greedy_refined_jsons\1018_refined.json,./Greedy_refined_images\puzzle_1018_comparison.png
102,5,./mnist_nonograms\mnist_puzzle_102.json,7,1.1130685806274414,2,True,./Greedy_refined_jsons\102_refined.json,./Greedy_refined_images\puzzle_102_comparison.png
1020,2,./mnist_nonograms\mnist_puzzle_1020.json,2,0.05915188789367676,1,True,./Greedy_refined_jsons\1020_refined.json,./Greedy_refined_images\puzzle_1020_comparison.png
1021,8,./mnist_nonograms\mnist_puzzle_1021.json,10,0.47745275497436523,3,True,./Greedy_refined_jsons\1021_refined.json,./Greedy_refined_images\puzzle_1021_comparison.png
1024,2,./mnist_nonograms\mnist_puzzle_1024.json,3,0.3134174346923828,1,True,./Greedy_refined_jsons\1024_refined.json,./Greedy_refined_images\puzzle_1024_comparison.png
1026,1000,./mnist_nonograms\mnist_puzzle_1026.json,20,6.444222927093506,4,True,./Greedy_refined_jsons\1026_refined.json,./Greedy_refined_images\puzzle_1026_comparison.png
103,2,./mnist_nonograms\mnist_puzzle_103.json,2,0.25475645065307617,1,True,./Greedy_refined_jsons\103_refined.json,./Greedy_refined_images\puzzle_103_comparison.png
1031,7,./mnist_nonograms\mnist_puzzle_1031.json,8,0.7629480361938477,2,True,./Greedy_refined_jsons\1031_refined.json,./Greedy_refined_images\puzzle_1031_comparison.png
1033,6,./mnist_nonograms\mnist_puzzle_1033.json,10,0.45342493057250977,3,True,./Greedy_refined_jsons\1033_refined.json,./Greedy_refined_images\puzzle_1033_comparison.png
1037,2,./mnist_nonograms\mnist_puzzle_1037.json,2,0.159193754196167,1,True,./Greedy_refined_jsons\1037_refined.json,./Greedy_refined_images\puzzle_1037_comparison.png
1038,2,./mnist_nonograms\mnist_puzzle_1038.json,2,0.05327272415161133,1,True,./Greedy_refined_jsons\1038_refined.json,./Greedy_refined_images\puzzle_1038_comparison.png
104,2,./mnist_nonograms\mnist_puzzle_104.json,5,0.5249214172363281,1,True,./Greedy_refined_jsons\104_refined.json,./Greedy_refined_images\puzzle_104_comparison.png
1040,6,./mnist_nonograms\mnist_puzzle_1040.json,5,0.9267721176147461,2,True,./Greedy_refined_jsons\1040_refined.json,./Greedy_refined_images\puzzle_1040_comparison.png
1043,2,./mnist_nonograms\mnist_puzzle_1043.json,2,0.21868634223937988,1,True,./Greedy_refined_jsons\1043_refined.json,./Greedy_refined_images\puzzle_1043_comparison.png
1044,2,./mnist_nonograms\mnist_puzzle_1044.json,3,0.15548396110534668,1,True,./Greedy_refined_jsons\1044_refined.json,./Greedy_refined_images\puzzle_1044_comparison.png
1048,2,./mnist_nonograms\mnist_puzzle_1048.json,6,0.5622014999389648,1,True,./Greedy_refined_jsons\1048_refined.json,./Greedy_refined_images\puzzle_1048_comparison.png
1049,2,./mnist_nonograms\mnist_puzzle_1049.json,2,0.18026471138000488,1,True,./Greedy_refined_jsons\1049_refined.json,./Greedy_refined_images\puzzle_1049_comparison.png
105,2,./mnist_nonograms\mnist_puzzle_105.json,2,0.4254593849182129,1,True,./Greedy_refined_jsons\105_refined.json,./Greedy_refined_images\puzzle_105_comparison.png
1053,2,./mnist_nonograms\mnist_puzzle_1053.json,3,0.28893017768859863,1,True,./Greedy_refined_jsons\1053_refined.json,./Greedy_refined_images\puzzle_1053_comparison.png
1054,25,./mnist_nonograms\mnist_puzzle_1054.json,5,0.9170575141906738,3,True,./Greedy_refined_jsons\1054_refined.json,./Greedy_refined_images\puzzle_1054_comparison.png
1056,2,./mnist_nonograms\mnist_puzzle_1056.json,2,0.19267535209655762,1,True,./Greedy_refined_jsons\1056_refined.json,./Greedy_refined_images\puzzle_1056_comparison.png
1057,18,./mnist_nonograms\mnist_puzzle_1057.json,2,0.09778165817260742,1,True,./Greedy_refined_jsons\1057_refined.json,./Greedy_refined_images\puzzle_1057_comparison.png
1058,8,./mnist_nonograms\mnist_puzzle_1058.json,8,0.3648970127105713,2,True,./Greedy_refined_jsons\1058_refined.json,./Greedy_refined_images\puzzle_1058_comparison.png
1060,4,./mnist_nonograms\mnist_puzzle_1060.json,4,0.37768125534057617,2,True,./Greedy_refined_jsons\1060_refined.json,./Greedy_refined_images\puzzle_1060_comparison.png
1062,2,./mnist_nonograms\mnist_puzzle_1062.json,5,0.9889209270477295,1,True,./Greedy_refined_jsons\1062_refined.json,./Greedy_refined_images\puzzle_1062_comparison.png
1073,2,./mnist_nonograms\mnist_puzzle_1073.json,2,0.17102885246276855,1,True,./Greedy_refined_jsons\1073_refined.json,./Greedy_refined_images\puzzle_1073_comparison.png
1074,14,./mnist_nonograms\mnist_puzzle_1074.json,8,1.0991466045379639,3,True,./Greedy_refined_jsons\1074_refined.json,./Greedy_refined_images\puzzle_1074_comparison.png
1075,8,./mnist_nonograms\mnist_puzzle_1075.json,3,0.33370065689086914,2,True,./Greedy_refined_jsons\1075_refined.json,./Greedy_refined_images\puzzle_1075_comparison.png
1077,6,./mnist_nonograms\mnist_puzzle_1077.json,2,0.11952543258666992,1,True,./Greedy_refined_jsons\1077_refined.json,./Greedy_refined_images\puzzle_1077_comparison.png
1078,2,./mnist_nonograms\mnist_puzzle_1078.json,5,0.7011480331420898,1,True,./Greedy_refined_jsons\1078_refined.json,./Greedy_refined_images\puzzle_1078_comparison.png
1080,5,./mnist_nonograms\mnist_puzzle_1080.json,3,0.43955206871032715,1,True,./Greedy_refined_jsons\1080_refined.json,./Greedy_refined_images\puzzle_1080_comparison.png
1085,54,./mnist_nonograms\mnist_puzzle_1085.json,21,4.024954080581665,4,True,./Greedy_refined_jsons\1085_refined.json,./Greedy_refined_images\puzzle_1085_comparison.png
1088,20,./mnist_nonograms\mnist_puzzle_1088.json,4,1.3647270202636719,2,True,./Greedy_refined_jsons\1088_refined.json,./Greedy_refined_images\puzzle_1088_comparison.png
1089,3,./mnist_nonograms\mnist_puzzle_1089.json,7,0.709787130355835,2,True,./Greedy_refined_jsons\1089_refined.json,./Greedy_refined_images\puzzle_1089_comparison.png
1091,6,./mnist_nonograms\mnist_puzzle_1091.json,2,0.30609750747680664,1,True,./Greedy_refined_jsons\1091_refined.json,./Greedy_refined_images\puzzle_1091_comparison.png
1093,240,./mnist_nonograms\mnist_puzzle_1093.json,16,2.612449884414673,5,True,./Greedy_refined_jsons\1093_refined.json,./Greedy_refined_images\puzzle_1093_comparison.png
1094,5,./mnist_nonograms\mnist_puzzle_1094.json,2,0.21942877769470215,1,True,./Greedy_refined_jsons\1094_refined.json,./Greedy_refined_images\puzzle_1094_comparison.png
1102,2,./mnist_nonograms\mnist_puzzle_1102.json,2,0.15134739875793457,1,True,./Greedy_refined_jsons\1102_refined.json,./Greedy_refined_images\puzzle_1102_comparison.png
1103,2,./mnist_nonograms\mnist_puzzle_1103.json,3,0.6072747707366943,1,True,./Greedy_refined_jsons\1103_refined.json,./Greedy_refined_images\puzzle_1103_comparison.png
1104,6,./mnist_nonograms\mnist_puzzle_1104.json,7,0.9044497013092041,2,True,./Greedy_refined_jsons\1104_refined.json,./Greedy_refined_images\puzzle_1104_comparison.png
1105,2,./mnist_nonograms\mnist_puzzle_1105.json,2,0.20562195777893066,1,True,./Greedy_refined_jsons\1105_refined.json,./Greedy_refined_images\puzzle_1105_comparison.png
1106,5,./mnist_nonograms\mnist_puzzle_1106.json,4,0.44348788261413574,2,True,./Greedy_refined_jsons\1106_refined.json,./Greedy_refined_images\puzzle_1106_comparison.png
1108,21,./mnist_nonograms\mnist_puzzle_1108.json,16,2.359912872314453,4,True,./Greedy_refined_jsons\1108_refined.json,./Greedy_refined_images\puzzle_1108_comparison.png
111,2,./mnist_nonograms\mnist_puzzle_111.json,2,0.25397729873657227,1,True,./Greedy_refined_jsons\111_refined.json,./Greedy_refined_images\puzzle_111_comparison.png
1110,3,./mnist_nonograms\mnist_puzzle_1110.json,19,4.083431959152222,2,True,./Greedy_refined_jsons\1110_refined.json,./Greedy_refined_images\puzzle_1110_comparison.png
1112,2,./mnist_nonograms\mnist_puzzle_1112.json,3,0.2780749797821045,1,True,./Greedy_refined_jsons\1112_refined.json,./Greedy_refined_images\puzzle_1112_comparison.png
1114,6,./mnist_nonograms\mnist_puzzle_1114.json,14,3.1647558212280273,3,True,./Greedy_refined_jsons\1114_refined.json,./Greedy_refined_images\puzzle_1114_comparison.png
1117,56,./mnist_nonograms\mnist_puzzle_1117.json,19,4.0744788646698,4,True,./Greedy_refined_jsons\1117_refined.json,./Greedy_refined_images\puzzle_1117_comparison.png
1120,2,./mnist_nonograms\mnist_puzzle_1120.json,2,0.1616058349609375,1,True,./Greedy_refined_jsons\1120_refined.json,./Greedy_refined_images\puzzle_1120_comparison.png
1123,626,./mnist_nonograms\mnist_puzzle_1123.json,50,18.183830499649048,7,False,./Greedy_refined_jsons\1123_refined.json,./Greedy_refined_images\puzzle_1123_comparison.png
1124,2,./mnist_nonograms\mnist_puzzle_1124.json,4,0.5030002593994141,1,True,./Greedy_refined_jsons\1124_refined.json,./Greedy_refined_images\puzzle_1124_comparison.png
1126,2,./mnist_nonograms\mnist_puzzle_1126.json,7,0.3083829879760742,1,True,./Greedy_refined_jsons\1126_refined.json,./Greedy_refined_images\puzzle_1126_comparison.png
113,4,./mnist_nonograms\mnist_puzzle_113.json,6,0.5717949867248535,1,True,./Greedy_refined_jsons\113_refined.json,./Greedy_refined_images\puzzle_113_comparison.png
1131,2,./mnist_nonograms\mnist_puzzle_1131.json,2,0.3328897953033447,1,True,./Greedy_refined_jsons\1131_refined.json,./Greedy_refined_images\puzzle_1131_comparison.png
1135,8,./mnist_nonograms\mnist_puzzle_1135.json,3,0.44965600967407227,2,True,./Greedy_refined_jsons\1135_refined.json,./Greedy_refined_images\puzzle_1135_comparison.png
1139,1000,./mnist_nonograms\mnist_puzzle_1139.json,50,12.227060556411743,6,False,./Greedy_refined_jsons\1139_refined.json,./Greedy_refined_images\puzzle_1139_comparison.png
114,1000,./mnist_nonograms\mnist_puzzle_114.json,46,26.139294862747192,10,True,./Greedy_refined_jsons\114_refined.json,./Greedy_refined_images\puzzle_114_comparison.png
1140,5,./mnist_nonograms\mnist_puzzle_1140.json,6,1.1794321537017822,3,True,./Greedy_refined_jsons\1140_refined.json,./Greedy_refined_images\puzzle_1140_comparison.png
1141,2,./mnist_nonograms\mnist_puzzle_1141.json,3,0.40054988861083984,1,True,./Greedy_refined_jsons\1141_refined.json,./Greedy_refined_images\puzzle_1141_comparison.png
1144,2,./mnist_nonograms\mnist_puzzle_1144.json,2,0.37694334983825684,1,True,./Greedy_refined_jsons\1144_refined.json,./Greedy_refined_images\puzzle_1144_comparison.png
1145,3,./mnist_nonograms\mnist_puzzle_1145.json,2,0.15443778038024902,1,True,./Greedy_refined_jsons\1145_refined.json,./Greedy_refined_images\puzzle_1145_comparison.png
1151,92,./mnist_nonograms\mnist_puzzle_1151.json,17,3.36710786819458,4,True,./Greedy_refined_jsons\1151_refined.json,./Greedy_refined_images\puzzle_1151_comparison.png
1152,2,./mnist_nonograms\mnist_puzzle_1152.json,2,0.20820260047912598,1,True,./Greedy_refined_jsons\1152_refined.json,./Greedy_refined_images\puzzle_1152_comparison.png
1153,384,./mnist_nonograms\mnist_puzzle_1153.json,26,4.655611991882324,6,True,./Greedy_refined_jsons\1153_refined.json,./Greedy_refined_images\puzzle_1153_comparison.png
1154,2,./mnist_nonograms\mnist_puzzle_1154.json,2,0.2801778316497803,1,True,./Greedy_refined_jsons\1154_refined.json,./Greedy_refined_images\puzzle_1154_comparison.png
1155,4,./mnist_nonograms\mnist_puzzle_1155.json,5,0.801002025604248,2,True,./Greedy_refined_jsons\1155_refined.json,./Greedy_refined_images\puzzle_1155_comparison.png
1159,9,./mnist_nonograms\mnist_puzzle_1159.json,7,0.8927314281463623,3,True,./Greedy_refined_jsons\1159_refined.json,./Greedy_refined_images\puzzle_1159_comparison.png
116,276,./mnist_nonograms\mnist_puzzle_116.json,50,4.888501167297363,7,True,./Greedy_refined_jsons\116_refined.json,./Greedy_refined_images\puzzle_116_comparison.png
1160,99,./mnist_nonograms\mnist_puzzle_1160.json,38,10.007208824157715,4,True,./Greedy_refined_jsons\1160_refined.json,./Greedy_refined_images\puzzle_1160_comparison.png
1161,4,./mnist_nonograms\mnist_puzzle_1161.json,4,0.3893144130706787,2,True,./Greedy_refined_jsons\1161_refined.json,./Greedy_refined_images\puzzle_1161_comparison.png
1162,23,./mnist_nonograms\mnist_puzzle_1162.json,15,3.4385855197906494,4,True,./Greedy_refined_jsons\1162_refined.json,./Greedy_refined_images\puzzle_1162_comparison.png
1164,566,./mnist_nonograms\mnist_puzzle_1164.json,50,17.71175241470337,5,False,./Greedy_refined_jsons\1164_refined.json,./Greedy_refined_images\puzzle_1164_comparison.png
1166,2,./mnist_nonograms\mnist_puzzle_1166.json,4,0.5316643714904785,1,True,./Greedy_refined_jsons\1166_refined.json,./Greedy_refined_images\puzzle_1166_comparison.png
1167,3,./mnist_nonograms\mnist_puzzle_1167.json,4,0.46960949897766113,2,True,./Greedy_refined_jsons\1167_refined.json,./Greedy_refined_images\puzzle_1167_comparison.png
1170,88,./mnist_nonograms\mnist_puzzle_1170.json,14,2.95004940032959,6,True,./Greedy_refined_jsons\1170_refined.json,./Greedy_refined_images\puzzle_1170_comparison.png
1173,4,./mnist_nonograms\mnist_puzzle_1173.json,50,2.946864604949951,0,False,./Greedy_refined_jsons\1173_refined.json,./Greedy_refined_images\puzzle_1173_comparison.png
1175,6,./mnist_nonograms\mnist_puzzle_1175.json,6,0.7141649723052979,3,True,./Greedy_refined_jsons\1175_refined.json,./Greedy_refined_images\puzzle_1175_comparison.png
1178,2,./mnist_nonograms\mnist_puzzle_1178.json,2,0.1092081069946289,1,True,./Greedy_refined_jsons\1178_refined.json,./Greedy_refined_images\puzzle_1178_comparison.png
1181,2,./mnist_nonograms\mnist_puzzle_1181.json,2,0.15712857246398926,1,True,./Greedy_refined_jsons\1181_refined.json,./Greedy_refined_images\puzzle_1181_comparison.png
1188,7,./mnist_nonograms\mnist_puzzle_1188.json,4,0.9133734703063965,2,True,./Greedy_refined_jsons\1188_refined.json,./Greedy_refined_images\puzzle_1188_comparison.png
1189,3,./mnist_nonograms\mnist_puzzle_1189.json,3,0.2608366012573242,1,True,./Greedy_refined_jsons\1189_refined.json,./Greedy_refined_images\puzzle_1189_comparison.png
1193,2,./mnist_nonograms\mnist_puzzle_1193.json,2,0.08866143226623535,1,True,./Greedy_refined_jsons\1193_refined.json,./Greedy_refined_images\puzzle_1193_comparison.png
1195,2,./mnist_nonograms\mnist_puzzle_1195.json,2,0.3034179210662842,1,True,./Greedy_refined_jsons\1195_refined.json,./Greedy_refined_images\puzzle_1195_comparison.png
1197,3,./mnist_nonograms\mnist_puzzle_1197.json,2,0.3059220314025879,1,True,./Greedy_refined_jsons\1197_refined.json,./Greedy_refined_images\puzzle_1197_comparison.png
1198,3,./mnist_nonograms\mnist_puzzle_1198.json,2,0.1695868968963623,1,True,./Greedy_refined_jsons\1198_refined.json,./Greedy_refined_images\puzzle_1198_comparison.png
120,2,./mnist_nonograms\mnist_puzzle_120.json,2,0.3194894790649414,1,True,./Greedy_refined_jsons\120_refined.json,./Greedy_refined_images\puzzle_120_comparison.png
1200,2,./mnist_nonograms\mnist_puzzle_1200.json,2,0.25740647315979004,1,True,./Greedy_refined_jsons\1200_refined.json,./Greedy_refined_images\puzzle_1200_comparison.png
1201,3,./mnist_nonograms\mnist_puzzle_1201.json,3,0.5479903221130371,2,True,./Greedy_refined_jsons\1201_refined.json,./Greedy_refined_images\puzzle_1201_comparison.png
1202,2,./mnist_nonograms\mnist_puzzle_1202.json,3,0.7605838775634766,1,True,./Greedy_refined_jsons\1202_refined.json,./Greedy_refined_images\puzzle_1202_comparison.png
