puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
0,./mnist_nonograms\mnist_puzzle_0.json,4,100,72.32372689247131,23,False,./simulated_annealing_ambiguity_images\puzzle_0_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_0_refined.json
1,./mnist_nonograms\mnist_puzzle_1.json,2,6,3.8926913738250732,2,True,./simulated_annealing_ambiguity_images\puzzle_1_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1_refined.json
1009,./mnist_nonograms\mnist_puzzle_1009.json,4,73,39.798441648483276,13,True,./simulated_annealing_ambiguity_images\puzzle_1009_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1009_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,2,17,22.189895391464233,9,True,./simulated_annealing_ambiguity_images\puzzle_1010_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1010_refined.json
1016,./mnist_nonograms\mnist_puzzle_1016.json,2,66,26.24292302131653,14,True,./simulated_annealing_ambiguity_images\puzzle_1016_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1016_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,2,31,5.252912759780884,4,True,./simulated_annealing_ambiguity_images\puzzle_1018_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1018_refined.json
1023,./mnist_nonograms\mnist_puzzle_1023.json,2,5,7.21131443977356,2,True,./simulated_annealing_ambiguity_images\puzzle_1023_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1023_refined.json
1027,./mnist_nonograms\mnist_puzzle_1027.json,2,10,6.953880786895752,4,True,./simulated_annealing_ambiguity_images\puzzle_1027_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1027_refined.json
103,./mnist_nonograms\mnist_puzzle_103.json,2,17,9.055435180664062,5,True,./simulated_annealing_ambiguity_images\puzzle_103_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_103_refined.json
1030,./mnist_nonograms\mnist_puzzle_1030.json,2,16,6.525159120559692,2,True,./simulated_annealing_ambiguity_images\puzzle_1030_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1030_refined.json
1038,./mnist_nonograms\mnist_puzzle_1038.json,2,11,10.92407751083374,4,True,./simulated_annealing_ambiguity_images\puzzle_1038_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1038_refined.json
1042,./mnist_nonograms\mnist_puzzle_1042.json,2,100,32.81732940673828,6,False,./simulated_annealing_ambiguity_images\puzzle_1042_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1042_refined.json
106,./mnist_nonograms\mnist_puzzle_106.json,2,100,130.2729353904724,38,False,./simulated_annealing_ambiguity_images\puzzle_106_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_106_refined.json
1072,./mnist_nonograms\mnist_puzzle_1072.json,1000,100,57.37126803398132,9,False,./simulated_annealing_ambiguity_images\puzzle_1072_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1072_refined.json
1073,./mnist_nonograms\mnist_puzzle_1073.json,4,100,60.0070481300354,16,False,./simulated_annealing_ambiguity_images\puzzle_1073_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1073_refined.json
1080,./mnist_nonograms\mnist_puzzle_1080.json,2,100,107.39569163322449,29,False,./simulated_annealing_ambiguity_images\puzzle_1080_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1080_refined.json
1082,./mnist_nonograms\mnist_puzzle_1082.json,2,10,1.6685779094696045,2,True,./simulated_annealing_ambiguity_images\puzzle_1082_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1082_refined.json
1101,./mnist_nonograms\mnist_puzzle_1101.json,2,36,40.67211127281189,14,True,./simulated_annealing_ambiguity_images\puzzle_1101_comparison.png,./simulated_annealing_ambiguity_jsons\puzzle_1101_refined.json
