puzzle_id,json_file_path,num_solutions,iteration_used,time_spent,final_hamming_distance,success,refined_img_path,refined_json_path
0,./mnist_nonograms\mnist_puzzle_0.json,4,2,0.6828649044036865,1,True,./Greedy_weighted_refined_images\puzzle_0_comparison.png,./Greedy_weighted_refined_jsons\puzzle_0_refined.json
1,./mnist_nonograms\mnist_puzzle_1.json,2,2,0.5822677612304688,1,True,./Greedy_weighted_refined_images\puzzle_1_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1_refined.json
1009,./mnist_nonograms\mnist_puzzle_1009.json,4,3,1.520509958267212,2,True,./Greedy_weighted_refined_images\puzzle_1009_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1009_refined.json
1010,./mnist_nonograms\mnist_puzzle_1010.json,2,2,1.119940996170044,1,True,./Greedy_weighted_refined_images\puzzle_1010_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1010_refined.json
1016,./mnist_nonograms\mnist_puzzle_1016.json,2,2,0.4126627445220947,1,True,./Greedy_weighted_refined_images\puzzle_1016_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1016_refined.json
1018,./mnist_nonograms\mnist_puzzle_1018.json,2,3,0.44534730911254883,1,True,./Greedy_weighted_refined_images\puzzle_1018_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1018_refined.json
1023,./mnist_nonograms\mnist_puzzle_1023.json,2,2,1.4832286834716797,1,True,./Greedy_weighted_refined_images\puzzle_1023_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1023_refined.json
1027,./mnist_nonograms\mnist_puzzle_1027.json,2,2,1.4571964740753174,1,True,./Greedy_weighted_refined_images\puzzle_1027_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1027_refined.json
103,./mnist_nonograms\mnist_puzzle_103.json,2,2,0.8023326396942139,1,True,./Greedy_weighted_refined_images\puzzle_103_comparison.png,./Greedy_weighted_refined_jsons\puzzle_103_refined.json
1030,./mnist_nonograms\mnist_puzzle_1030.json,2,3,2.3364205360412598,1,True,./Greedy_weighted_refined_images\puzzle_1030_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1030_refined.json
1038,./mnist_nonograms\mnist_puzzle_1038.json,2,2,1.4747157096862793,1,True,./Greedy_weighted_refined_images\puzzle_1038_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1038_refined.json
1042,./mnist_nonograms\mnist_puzzle_1042.json,2,2,0.786158561706543,1,True,./Greedy_weighted_refined_images\puzzle_1042_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1042_refined.json
106,./mnist_nonograms\mnist_puzzle_106.json,2,2,1.4259371757507324,1,True,./Greedy_weighted_refined_images\puzzle_106_comparison.png,./Greedy_weighted_refined_jsons\puzzle_106_refined.json
1072,./mnist_nonograms\mnist_puzzle_1072.json,1000,10,11.767446279525757,6,True,./Greedy_weighted_refined_images\puzzle_1072_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1072_refined.json
1073,./mnist_nonograms\mnist_puzzle_1073.json,4,4,3.1450130939483643,2,True,./Greedy_weighted_refined_images\puzzle_1073_comparison.png,./Greedy_weighted_refined_jsons\puzzle_1073_refined.json
